Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.01;2.47;3.21;3.35;2.98;3.49;4.13;3.22;4.02;4.82;4.64;3.78;3.01
Price/Earnings;14.64;19.09;23.84;25.38;21.85;26.99;27.96;33.34;28.41;34.50;32.81;29.67;25.53
Price/Cash Flow;14.23;15.72;18.95;21.16;16.86;20.15;26.04;21.93;22.91;25.46;27.64;22.64;17.03
Price/Book;3.34;4.26;5.31;5.60;5.12;5.59;6.60;6.03;7.76;7.77;7.49;6.55;4.19
Price/Forward Earnings;14.43;17.09;20.08;21.88;20.20;22.62;26.25;19.92;26.81;30.03;29.76;25.54;—
PEG Ratio;0.85;1.93;1.44;1.95;1.60;1.75;2.14;1.48;2.90;2.94;2.14;2.26;—
Earnings Yield %;6.83;5.24;4.19;3.94;4.58;3.71;3.58;3.00;3.52;2.90;3.05;3.50;—
Enterprise Value (Bil);8.01;11.11;14.69;18.05;17.34;22.69;28.88;26.42;35.20;41.50;43.15;29.85;—
Enterprise Value/EBIT;10.20;13.25;16.53;17.80;15.59;19.49;20.87;16.16;21.45;26.19;24.13;19.96;—
Enterprise Value/EBITDA;8.89;11.57;14.37;15.47;13.44;16.55;17.99;13.99;17.77;22.09;20.54;16.96;—
