Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.19;0.89;1.15;1.23;1.05;0.73;0.44;0.48;0.49;0.56;0.60;0.60;3.07
Price/Earnings;26.05;21.90;28.72;41.93;30.41;41.73;—;—;—;—;31.14;47.18;25.84
Price/Cash Flow;16.65;9.46;12.73;17.32;11.23;9.31;6.35;5.59;9.64;6.23;7.47;7.74;17.36
Price/Book;2.26;1.60;2.02;2.12;1.86;1.47;1.08;1.30;1.51;1.30;1.37;1.46;4.27
Price/Forward Earnings;19.16;13.53;15.36;14.47;—;—;19.01;20.92;19.01;14.58;15.60;—;—
PEG Ratio;1.63;1.09;1.23;1.16;—;—;—;—;—;1.91;2.32;—;—
Earnings Yield %;3.84;4.57;3.48;2.39;3.29;2.40;-9.42;-12.38;-5.34;-0.35;3.21;-4.77;—
Enterprise Value (Bil);3.34;2.69;3.31;5.18;4.68;6.95;5.38;5.12;5.02;4.37;4.59;5.59;—
Enterprise Value/EBIT;17.28;15.31;18.68;32.27;22.07;30.62;—;—;—;53.12;23.49;-6.50;—
Enterprise Value/EBITDA;12.18;9.83;11.46;19.05;13.88;14.93;32.43;—;32.90;15.28;11.41;27.36;—
