Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.73;0.98;1.40;1.60;1.37;2.28;2.49;2.72;2.43;3.15;2.90;2.57;3.01
Price/Earnings;11.75;14.84;18.35;21.06;19.66;30.68;42.36;56.60;95.65;589.28;40.06;85.63;25.53
Price/Cash Flow;20.95;11.07;13.76;20.17;15.24;22.27;32.39;31.55;36.53;28.23;29.24;29.79;17.03
Price/Book;2.00;2.51;3.22;3.41;2.79;4.20;4.56;5.49;2.43;3.69;3.22;4.33;4.19
Price/Forward Earnings;10.62;12.63;15.63;18.62;16.16;24.45;26.60;24.45;22.99;36.23;33.90;29.51;—
PEG Ratio;0.66;0.79;1.56;1.86;—;—;—;—;—;—;—;—;—
Earnings Yield %;8.51;6.74;5.45;4.75;5.09;3.26;2.36;1.77;1.05;0.17;2.50;1.80;—
Enterprise Value (Bil);0.93;1.27;0.98;1.22;1.04;1.68;1.97;2.32;3.68;5.28;5.04;2.84;—
Enterprise Value/EBIT;14.61;18.92;13.03;15.18;13.61;21.12;29.25;26.65;77.18;233.05;36.81;47.86;—
Enterprise Value/EBITDA;12.18;15.40;10.76;12.68;10.91;16.91;22.63;21.69;48.18;49.58;22.80;31.58;—
