Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.17;0.90;0.91;0.52;0.25;0.97;0.64;0.19;0.31;0.09;0.07;0.41;1.50
Price/Earnings;15.26;21.94;19.80;11.38;—;—;16.78;—;—;—;16.61;16.30;24.83
Price/Cash Flow;30.12;10.08;10.66;4.34;2.21;—;—;—;12.62;12.86;8.72;11.97;11.13
Price/Book;1.35;1.03;1.09;0.60;0.38;0.93;0.88;0.40;0.81;0.81;0.81;0.71;1.87
Price/Forward Earnings;12.38;13.95;13.02;12.12;-3.72;-8.48;-7.03;-4.64;-10.42;-2.19;—;416.67;—
PEG Ratio;2.93;1.15;0.52;0.65;—;—;—;—;—;—;—;—;—
Earnings Yield %;6.55;4.56;5.05;8.79;-139.53;-60.58;5.96;-79.98;-24.89;-310.71;-506.89;-101.26;—
Enterprise Value (Bil);7.17;6.55;6.79;4.59;2.78;3.92;4.01;2.90;3.54;2.76;2.56;3.22;—
Enterprise Value/EBIT;10.15;13.63;12.68;8.99;—;—;—;—;—;—;-8.39;-0.61;—
Enterprise Value/EBITDA;7.59;7.63;7.77;5.23;—;—;—;—;19.08;13.56;14.08;-9.69;—
