Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.22;0.84;0.99;0.89;0.82;1.04;0.97;1.27;1.88;1.73;1.97;1.42;3.07
Price/Earnings;23.70;—;—;30.90;25.67;21.26;35.80;13.22;20.01;22.89;22.83;21.86;25.84
Price/Cash Flow;12.80;11.07;7.70;14.14;9.10;9.02;11.86;12.09;19.12;14.98;17.60;14.12;17.36
Price/Book;1.67;1.26;1.61;1.43;1.23;1.54;1.43;1.88;2.83;2.61;3.32;2.16;4.27
Price/Forward Earnings;14.51;12.05;12.35;19.05;15.11;19.46;—;—;—;—;19.80;16.77;—
PEG Ratio;0.90;1.78;0.79;1.22;—;—;—;—;—;—;—;—;—
Earnings Yield %;4.22;-2.79;-5.40;3.24;3.89;4.70;2.79;7.56;5.00;4.37;4.38;4.86;—
Enterprise Value (Bil);2.41;1.91;2.24;2.12;1.84;2.16;1.93;2.60;4.32;4.02;5.08;3.17;—
Enterprise Value/EBIT;13.08;31.94;176.56;15.11;12.54;13.02;21.79;11.23;14.33;15.45;17.30;15.33;—
Enterprise Value/EBITDA;9.21;16.43;33.25;11.04;9.63;10.24;14.23;9.54;12.76;13.34;15.06;12.31;—
