Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.21;0.12;0.29;0.25;0.07;0.32;0.47;0.25;0.26;0.58;0.58;0.35;3.01
Price/Earnings;1.67;—;—;—;—;—;138.32;7.61;13.04;—;19.37;32.75;25.53
Price/Cash Flow;3.28;2.47;30.70;—;15.68;9.60;36.78;9.61;6.40;9.25;7.94;32.50;17.03
Price/Book;—;—;—;—;—;—;—;—;—;—;—;—;4.19
Price/Forward Earnings;5.10;9.92;-12.66;35.71;10.99;69.93;23.20;7.52;14.08;28.25;29.59;21.04;—
PEG Ratio;0.31;0.96;—;3.96;—;—;—;—;—;—;—;—;—
Earnings Yield %;59.77;-200.09;-27.91;-22.82;-25.90;-3.79;0.72;13.14;7.67;-7.92;-4.34;1.27;—
Enterprise Value (Bil);6.26;4.96;6.60;6.85;4.95;6.62;8.21;6.62;6.69;7.87;8.67;7.32;—
Enterprise Value/EBIT;11.04;—;—;—;24.26;22.44;19.77;8.86;11.66;—;135.49;18.41;—
Enterprise Value/EBITDA;7.00;—;—;76.12;10.21;12.73;12.86;6.91;8.73;99.59;32.48;36.03;—
