Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.27;0.98;1.40;1.49;2.45;2.42;2.38;1.71;2.61;4.14;4.00;2.63;1.50
Price/Earnings;7.10;11.71;13.50;17.17;17.15;17.96;21.08;13.93;20.31;31.22;23.62;20.34;24.83
Price/Cash Flow;10.69;6.76;9.52;9.84;19.19;17.49;17.71;11.73;14.61;18.47;15.87;15.97;11.13
Price/Book;1.45;1.12;1.57;1.61;4.62;4.30;4.07;2.57;3.20;4.56;4.29;3.76;1.87
Price/Forward Earnings;11.21;9.62;11.63;12.50;17.95;16.69;20.08;14.35;17.45;24.81;24.69;19.16;—
PEG Ratio;4.49;96.21;116.27;125.02;—;—;—;—;—;—;—;—;—
Earnings Yield %;14.08;8.54;7.41;5.82;5.83;5.57;4.74;7.18;4.92;3.20;4.23;5.11;—
Enterprise Value (Bil);1.12;1.00;1.42;1.54;2.49;2.69;2.84;2.04;2.83;4.44;4.50;2.93;—
Enterprise Value/EBIT;5.47;8.30;10.51;11.18;14.74;14.80;17.24;12.33;15.76;23.99;17.46;16.35;—
Enterprise Value/EBITDA;4.44;5.50;7.62;7.75;11.05;12.10;13.58;9.38;12.35;18.18;14.14;12.79;—
