Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.92;1.38;1.41;1.30;0.77;0.90;1.27;0.75;0.81;0.88;1.00;0.93;3.07
Price/Earnings;17.49;19.11;44.89;30.44;12.55;12.62;20.42;10.39;12.30;—;139.11;17.59;25.84
Price/Cash Flow;13.70;13.56;32.37;15.22;7.20;6.76;17.47;9.05;8.08;6.63;12.05;10.03;17.36
Price/Book;1.72;2.57;2.56;2.31;1.33;1.49;2.01;1.24;1.28;1.43;1.62;1.51;4.27
Price/Forward Earnings;11.76;14.20;18.80;17.67;10.91;11.99;15.77;9.12;10.59;13.79;16.37;13.43;—
PEG Ratio;0.80;1.02;1.86;1.42;1.28;1.96;1.36;0.80;1.57;3.94;—;1.94;—
Earnings Yield %;5.72;5.23;2.23;3.28;7.97;7.92;4.90;9.63;8.13;-17.05;0.72;2.25;—
Enterprise Value (Bil);6.90;9.53;14.83;13.96;9.03;9.81;13.33;9.80;12.15;10.60;11.77;11.25;—
Enterprise Value/EBIT;12.68;14.68;33.25;20.25;15.19;12.02;18.16;11.93;15.31;—;33.82;16.01;—
Enterprise Value/EBITDA;10.20;12.14;19.75;14.83;10.69;8.73;12.61;8.48;10.88;—;17.56;12.18;—
