Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;—;—;—;—;2.69;1.82;—;2.06
Price/Earnings;—;—;—;—;—;—;—;—;—;51.19;39.49;—;31.62
Price/Cash Flow;—;—;—;—;—;—;—;—;—;12.90;10.70;—;17.41
Price/Book;—;—;—;—;—;—;—;—;—;1.81;1.53;—;2.50
Price/Forward Earnings;—;—;—;—;—;—;—;—;—;20.41;17.57;—;—
PEG Ratio;—;—;—;—;—;—;—;—;—;—;1.42;—;—
Earnings Yield %;—;—;—;—;—;—;—;—;—;1.95;2.53;—;—
Enterprise Value (Bil);—;—;—;—;—;—;—;—;—;23.99;20.71;—;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;—;—;23.27;23.17;—;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;—;—;16.16;15.41;—;—
