Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;—;—;—;—;—;2.30;—;3.01
Price/Earnings;—;—;—;—;—;—;—;—;—;—;11.88;—;25.53
Price/Cash Flow;—;—;—;—;—;—;—;—;—;—;14.37;—;17.03
Price/Book;—;—;—;—;—;—;—;—;—;—;10.34;—;4.19
Price/Forward Earnings;—;—;—;—;—;—;—;—;—;—;19.01;—;—
PEG Ratio;—;—;—;—;—;—;—;—;—;—;3.08;—;—
Earnings Yield %;—;—;—;—;—;—;—;—;—;—;8.42;—;—
Enterprise Value (Bil);—;—;—;—;—;—;—;—;—;—;240.06;—;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;—;—;—;19.55;—;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;—;—;—;16.02;—;—
