Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.41;2.22;3.61;3.61;2.57;1.04;1.01;0.75;0.95;1.41;2.66;1.21;3.01
Price/Earnings;—;44.06;66.66;44.36;41.09;472.86;16.40;9.97;—;44.48;39.22;138.30;25.53
Price/Cash Flow;21.82;26.66;41.49;36.74;21.74;7.56;7.63;5.42;8.52;7.50;8.21;8.17;17.03
Price/Book;4.16;2.69;5.08;4.09;2.65;1.28;1.14;0.84;1.20;1.70;2.48;1.41;4.19
Price/Forward Earnings;—;23.36;32.15;27.93;22.62;13.16;13.05;10.73;13.93;16.37;26.25;15.78;—
PEG Ratio;—;1.56;2.14;1.40;—;—;—;—;—;—;—;—;—
Earnings Yield %;-8.22;2.27;1.50;2.25;2.43;0.21;6.10;10.04;-7.31;2.25;2.55;1.66;—
Enterprise Value (Bil);0.36;1.59;2.95;4.61;6.50;6.53;6.06;5.41;6.51;7.75;7.15;6.66;—
Enterprise Value/EBIT;—;25.38;32.05;29.88;27.12;31.52;15.33;13.02;—;26.99;21.49;369.17;—
Enterprise Value/EBITDA;—;22.51;27.59;25.50;22.00;19.97;11.34;9.45;41.27;17.03;16.63;19.64;—
