Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;5.17;4.67;3.53;2.29;2.34;3.16;3.93;4.08;5.47;4.66;3.69;3.01
Price/Earnings;—;—;40.75;56.71;35.67;34.45;43.35;44.88;46.66;89.28;48.99;49.19;25.53
Price/Cash Flow;—;108.30;62.88;49.51;27.67;25.40;29.05;37.76;39.00;31.98;22.06;32.99;17.03
Price/Book;—;35.01;26.26;15.99;8.78;7.88;9.61;10.87;11.03;13.04;11.76;9.98;4.19
Price/Forward Earnings;—;45.87;61.35;45.87;30.77;24.51;31.85;32.47;33.78;42.92;43.29;36.71;—
PEG Ratio;—;—;—;—;—;—;—;1.28;1.47;1.94;1.44;—;—
Earnings Yield %;—;-4.43;2.45;1.76;2.80;2.90;2.31;2.23;2.14;1.12;2.04;2.25;—
Enterprise Value (Bil);—;1.76;2.35;2.21;1.73;2.13;3.55;5.52;7.88;10.62;11.72;5.61;—
Enterprise Value/EBIT;—;70.99;50.68;34.38;22.07;20.78;26.75;31.68;41.55;82.15;40.33;37.66;—
Enterprise Value/EBITDA;—;52.19;39.85;27.47;17.46;16.64;21.64;25.84;32.74;54.39;32.29;28.46;—
