Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.31;1.38;2.08;1.29;1.32;2.91;1.81;0.40;0.42;0.58;0.93;1.06;3.07
Price/Earnings;26.67;18.31;22.89;33.90;12.72;21.56;51.17;61.60;—;—;27.06;68.10;25.84
Price/Cash Flow;13.10;18.22;15.20;9.49;4.85;7.19;6.70;5.04;4.63;3.69;8.30;5.43;17.36
Price/Book;3.30;2.44;2.35;1.83;1.01;1.66;0.74;0.52;0.75;0.66;1.12;0.82;4.27
Price/Forward Earnings;27.78;24.21;26.32;42.02;10.66;36.10;30.40;22.27;14.45;10.73;16.72;21.62;—
PEG Ratio;5.79;2.75;2.99;4.78;—;—;—;0.83;7.12;6.20;—;—;—
Earnings Yield %;3.75;5.46;4.37;2.95;7.86;4.64;1.95;1.62;-3.02;-11.45;3.70;-3.33;—
Enterprise Value (Bil);2.38;4.18;6.28;7.39;5.26;6.63;10.11;8.90;10.94;9.67;12.23;9.25;—
Enterprise Value/EBIT;16.77;19.33;24.82;21.55;12.23;15.61;23.39;16.38;27.08;—;20.35;19.70;—
Enterprise Value/EBITDA;10.79;14.95;19.85;16.50;9.61;12.10;18.31;9.58;13.56;31.70;12.62;33.25;—
