Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.33;0.42;0.58;0.62;0.64;0.95;1.29;0.60;0.84;1.40;1.31;0.99;3.07
Price/Earnings;4.25;27.89;19.64;9.94;25.79;97.98;23.88;13.52;31.15;—;94.08;38.88;25.84
Price/Cash Flow;437.81;12.00;16.63;16.42;13.77;29.52;19.17;9.44;11.39;21.68;22.57;17.16;17.36
Price/Book;1.89;2.02;2.99;3.90;1.71;4.09;6.31;3.55;5.12;9.13;9.03;5.65;4.27
Price/Forward Earnings;10.44;14.33;13.70;21.74;34.72;16.58;17.51;10.27;17.57;25.38;45.66;47.66;—
PEG Ratio;0.86;0.77;0.74;1.17;—;—;—;—;—;—;—;—;—
Earnings Yield %;23.51;3.59;5.09;10.06;3.88;1.02;4.19;7.40;3.21;-1.09;-0.16;2.91;—
Enterprise Value (Bil);2.40;2.54;3.90;4.75;2.05;2.25;3.55;1.63;2.54;3.61;3.50;2.67;—
Enterprise Value/EBIT;1.59;7.48;9.85;5.68;4.26;36.94;14.73;7.37;21.50;225.47;60.38;37.24;—
Enterprise Value/EBITDA;1.31;4.24;5.92;4.30;2.96;15.54;10.93;5.20;11.74;30.83;21.36;13.25;—
