Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.67;0.56;0.53;0.68;1.12;0.93;1.18;0.57;0.45;0.76;0.76;0.76;3.07
Price/Earnings;32.18;17.84;22.59;29.24;25.63;17.57;26.34;12.78;26.49;88.85;34.86;38.26;25.84
Price/Cash Flow;16.52;9.27;15.67;10.77;23.78;10.55;10.02;4.86;166.01;5.14;7.03;20.58;17.36
Price/Book;1.92;1.65;2.03;2.35;4.18;4.12;5.00;2.07;1.69;2.64;2.82;3.11;4.27
Price/Forward Earnings;16.05;12.18;13.97;23.36;17.33;15.63;26.88;11.70;—;—;15.36;18.13;—
PEG Ratio;0.51;0.90;1.04;1.73;2.47;2.23;3.84;1.67;—;—;—;2.60;—
Earnings Yield %;3.11;5.61;4.43;3.42;3.90;5.69;3.80;7.83;3.78;1.13;2.87;4.06;—
Enterprise Value (Bil);0.84;0.78;1.41;1.65;2.89;3.30;4.18;2.54;2.54;3.03;2.92;3.03;—
Enterprise Value/EBIT;15.30;9.69;14.69;17.10;16.06;12.08;16.64;10.09;19.64;34.54;26.47;18.77;—
Enterprise Value/EBITDA;7.13;5.47;7.43;8.74;10.30;8.14;10.27;6.23;8.03;11.37;10.45;8.70;—
