Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.10;2.01;1.04;0.76;0.29;0.31;1.34;0.42;0.59;0.25;0.38;0.60;3.07
Price/Earnings;27.86;16.69;—;5.98;—;—;—;—;—;—;—;4.89;25.84
Price/Cash Flow;5.78;6.27;3.84;2.89;12.16;2.95;27.99;6.19;3.62;1.24;2.55;10.88;17.36
Price/Book;2.49;2.16;2.31;1.43;0.68;1.18;8.26;2.83;—;—;25.57;6.78;4.27
Price/Forward Earnings;12.42;14.35;-181.82;25.00;-1.32;—;—;-17.27;-14.10;-1.10;—;—;—
PEG Ratio;0.24;0.19;—;1.39;—;—;—;—;—;—;—;—;—
Earnings Yield %;3.59;5.99;-47.27;16.73;-242.50;-95.35;-14.84;-75.87;-43.55;-111.52;-141.26;-74.54;—
Enterprise Value (Bil);1.01;1.09;0.64;0.51;0.18;0.17;0.35;0.16;0.26;0.17;0.21;0.24;—
Enterprise Value/EBIT;14.90;11.85;—;4.49;—;—;—;—;—;—;130.91;-14.70;—
Enterprise Value/EBITDA;5.99;5.52;—;2.30;—;2.90;7.37;9.88;13.88;10.88;11.62;16.28;—
