Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.96;3.85;4.97;2.99;3.39;2.76;3.66;4.72;5.28;4.97;3.50;4.11;3.07
Price/Earnings;22.28;—;—;—;—;—;—;145.45;243.64;—;345.00;206.37;25.84
Price/Cash Flow;26.80;22.92;32.27;16.05;19.18;14.67;22.52;23.23;26.76;25.53;18.21;21.85;17.36
Price/Book;2.65;2.68;3.63;2.52;3.46;3.29;4.92;5.60;5.96;5.33;3.91;5.04;4.27
Price/Forward Earnings;18.80;24.33;42.74;21.60;19.42;29.41;31.25;33.11;38.91;43.86;30.21;32.20;—
PEG Ratio;1.07;1.33;2.14;1.08;—;2.45;2.60;2.76;—;—;—;—;—
Earnings Yield %;4.49;-1.02;-1.61;-1.74;-3.16;-2.76;-2.05;0.69;0.41;-0.34;-0.74;-0.89;—
Enterprise Value (Bil);0.71;0.79;1.28;0.91;1.16;1.06;1.46;1.98;2.27;2.26;1.74;1.77;—
Enterprise Value/EBIT;64.38;—;—;—;—;—;—;191.05;202.97;4,682.23;4,480.11;-224.19;—
Enterprise Value/EBITDA;23.70;49.66;81.36;25.13;29.39;31.93;51.09;36.96;40.93;45.35;35.15;42.84;—
