Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;8.83;4.92;3.91;7.15;1.78;1.93;2.44;1.75;2.21;8.87;11.54;5.17;3.07
Price/Earnings;74.51;20.69;—;—;—;—;1.69;—;—;12.31;3.47;21.17;25.84
Price/Cash Flow;24.05;11.75;24.03;54.08;—;29.21;3.58;—;—;56.60;85.86;31.22;17.36
Price/Book;4.85;2.04;1.20;1.69;0.51;1.20;0.51;0.74;0.78;0.97;2.72;0.94;4.27
Price/Forward Earnings;19.49;14.37;1,000.00;—;—;—;—;—;—;—;—;—;—
PEG Ratio;0.78;0.72;48.47;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;1.34;4.83;-1.86;-10.21;-28.67;-49.54;59.26;-135.91;-22.18;8.12;-16.04;-26.14;—
Enterprise Value (Bil);1.25;0.95;0.43;0.62;0.06;0.18;0.05;0.00;-0.04;0.02;-0.03;0.04;—
Enterprise Value/EBIT;40.84;11.82;—;—;—;51.68;—;—;—;0.56;0.05;-0.53;—
Enterprise Value/EBITDA;30.93;7.95;23.13;—;—;4.06;—;0.64;—;0.48;0.05;-3.66;—
