Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.84;1.68;2.04;1.62;1.31;1.67;1.93;2.03;2.54;3.42;3.80;2.27;3.01
Price/Earnings;24.59;21.79;25.10;22.21;20.37;24.28;25.31;24.09;26.23;31.01;32.61;25.41;25.53
Price/Cash Flow;18.36;12.37;13.65;22.69;14.78;12.94;16.08;17.83;17.49;13.80;14.37;15.53;17.03
Price/Book;3.15;2.62;3.24;2.38;1.98;2.51;2.79;2.98;3.70;4.15;4.33;3.16;4.19
Price/Forward Earnings;18.94;16.10;19.46;16.75;15.63;17.33;19.46;18.90;23.31;25.91;28.49;21.31;—
PEG Ratio;1.97;1.35;1.63;1.40;—;—;—;—;—;—;—;—;—
Earnings Yield %;4.07;4.59;3.98;4.50;4.91;4.12;3.95;4.15;3.81;3.23;3.07;3.97;—
Enterprise Value (Bil);4.21;4.90;7.04;9.88;9.27;11.51;13.90;16.49;22.15;28.21;33.43;18.26;—
Enterprise Value/EBIT;18.68;17.01;22.17;26.88;24.81;27.16;28.60;26.73;29.39;27.71;29.92;27.36;—
Enterprise Value/EBITDA;12.73;11.44;14.59;16.38;13.48;14.77;16.08;16.12;18.33;17.89;20.25;16.39;—
