Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.29;0.24;0.12;0.21;0.16;0.18;0.19;0.02;0.01;0.01;0.01;0.08;2.75
Price/Earnings;11.06;—;—;—;—;—;—;2.05;—;—;0.75;20.75;24.53
Price/Cash Flow;4.60;2.02;1.73;1.56;3.65;—;14.98;1.44;—;—;0.53;9.10;18.10
Price/Book;0.79;0.60;0.33;1.05;0.67;1.08;1.46;0.11;—;—;0.04;0.83;3.21
Price/Forward Earnings;—;10.88;-4.27;54.35;-36.90;—;7.14;2.39;0.37;—;0.22;4.82;—
PEG Ratio;—;0.18;—;0.90;—;—;—;—;—;—;—;—;—
Earnings Yield %;9.05;-12.68;-41.99;-29.41;-103.32;-79.61;-29.80;48.78;-3,253.92;-1,308.41;-1,417.72;-1,342.25;—
Enterprise Value (Bil);1.20;0.80;0.70;0.77;1.11;1.36;1.67;1.17;0.01;0.04;0.03;1.06;—
Enterprise Value/EBIT;9.16;—;—;—;—;—;—;11.66;—;—;11.26;-2.09;—
Enterprise Value/EBITDA;5.03;4.66;6.25;4.95;—;—;26.53;4.60;—;—;4.45;-378.87;—
