Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;2.72;1.83;1.71;1.80;3.58;3.67;—;3.07
Price/Earnings;—;—;—;—;—;36.78;74.92;—;46.48;—;96.44;—;25.84
Price/Cash Flow;—;—;—;—;—;28.52;52.73;—;30.49;35.21;292.31;—;17.36
Price/Book;—;—;—;—;—;7.50;1.85;2.18;2.17;3.62;4.19;—;4.27
Price/Forward Earnings;—;—;—;—;—;—;—;—;—;65.79;74.07;—;—
PEG Ratio;—;—;—;—;—;—;—;—;—;1.88;2.12;—;—
Earnings Yield %;—;—;—;—;—;2.72;1.33;-3.53;2.15;-1.29;-1.00;0.22;—
Enterprise Value (Mil);—;—;—;—;—;120.29;51.59;63.98;69.79;136.17;193.47;93.72;—
Enterprise Value/EBIT;—;—;—;—;—;43.79;28.25;—;30.41;—;45.05;—;—
Enterprise Value/EBITDA;—;—;—;—;—;34.28;18.46;—;19.99;—;150.37;—;—
