Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.17;0.22;0.23;0.36;0.24;0.24;0.28;0.15;0.07;0.40;0.33;0.23;1.50
Price/Earnings;5.47;9.69;30.24;11.61;15.13;11.36;—;93.50;—;—;5.09;42.50;24.83
Price/Cash Flow;3.64;2.50;2.34;13.23;2.89;4.74;4.99;1,248.51;1.83;19.52;16.38;207.77;11.13
Price/Book;0.41;0.40;0.43;0.59;0.50;0.48;0.77;0.40;0.69;2.93;2.16;1.06;1.87
Price/Forward Earnings;—;4.43;9.40;—;—;—;—;—;—;—;—;—;—
PEG Ratio;—;0.53;1.12;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;18.29;10.32;3.31;8.61;6.61;8.80;-41.15;1.07;-489.31;-5.22;19.66;-95.13;—
Enterprise Value (Mil);225.10;220.25;93.11;255.85;212.60;186.64;194.40;69.54;165.58;198.64;177.03;172.15;—
Enterprise Value/EBIT;6.22;7.92;5.01;8.83;11.10;8.52;—;19.85;—;48.20;7.25;18.37;—
Enterprise Value/EBITDA;4.32;5.66;2.85;6.32;6.52;5.31;8.81;5.76;—;12.06;4.64;9.88;—
