Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.11;0.11;0.27;0.40;0.24;0.36;0.63;0.37;0.52;0.69;0.55;0.49;3.01
Price/Earnings;7.94;6.96;—;5.39;12.85;1.98;6.52;12.91;7.79;8.64;25.58;7.31;25.53
Price/Cash Flow;12.57;—;—;6.99;8.62;5.60;12.02;6.14;8.83;7.96;21.25;8.30;17.03
Price/Book;—;—;—;—;—;—;7.75;4.89;5.29;4.38;2.99;5.11;4.19
Price/Forward Earnings;3.00;4.10;23.26;11.66;5.15;9.52;9.29;5.35;8.28;14.31;5.73;8.66;—
PEG Ratio;0.05;0.19;1.07;0.54;—;—;—;—;—;—;—;—;—
Earnings Yield %;12.59;14.38;-1.92;18.55;7.78;50.48;15.35;7.75;12.83;11.57;3.91;18.43;—
Enterprise Value (Bil);1.32;1.38;1.84;2.22;1.62;1.93;3.04;2.12;2.87;2.94;2.61;2.49;—
Enterprise Value/EBIT;6.74;—;—;—;—;8.08;6.08;6.14;6.62;7.49;15.62;7.35;—
Enterprise Value/EBITDA;5.04;—;—;—;—;6.31;5.29;4.94;5.51;5.95;9.66;5.84;—
