Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;8.15;7.28;9.99;8.24;11.20;8.82;12.32;15.21;18.81;20.03;20.74;15.53;3.07
Price/Earnings;94.00;20.32;26.81;14.54;34.26;22.78;31.01;36.35;35.75;31.18;41.76;32.49;25.84
Price/Cash Flow;23.55;11.84;15.74;14.25;18.43;15.05;20.84;26.96;29.67;34.51;35.37;26.09;17.36
Price/Book;—;—;—;—;—;—;—;—;—;—;—;—;4.27
Price/Forward Earnings;19.16;18.35;22.17;18.45;28.09;19.88;—;28.99;32.36;34.84;42.74;29.98;—
PEG Ratio;1.39;1.46;1.95;1.50;2.99;1.59;—;2.17;3.13;3.36;9.42;3.86;—
Earnings Yield %;1.06;4.92;3.73;6.88;2.92;4.39;3.22;2.75;2.80;3.21;2.39;3.17;—
Enterprise Value (Bil);5.03;5.10;7.55;6.65;9.59;8.06;11.32;18.41;23.06;25.20;26.66;17.94;—
Enterprise Value/EBIT;15.41;11.01;14.04;11.78;16.43;11.86;15.64;23.89;25.67;29.90;31.94;22.24;—
Enterprise Value/EBITDA;13.16;9.84;12.62;10.59;14.85;10.91;14.60;22.47;24.41;28.34;30.25;20.96;—
