Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.26;1.05;0.99;1.11;1.02;1.97;3.50;1.65;1.98;4.46;4.21;2.68;3.07
Price/Earnings;6.13;31.22;—;—;—;80.00;34.80;12.79;—;—;66.81;45.15;25.84
Price/Cash Flow;10.24;4.34;14.76;84.87;20.92;30.38;21.65;441.06;15.98;33.22;121.95;64.14;17.36
Price/Book;1.02;0.65;0.63;0.68;0.62;1.21;1.98;0.93;0.96;2.09;2.36;1.44;4.27
Price/Forward Earnings;8.34;18.62;-17.12;277.78;—;—;19.05;10.60;92.59;71.94;37.31;—;—
PEG Ratio;0.44;0.98;—;12.17;—;—;—;—;—;—;—;—;—
Earnings Yield %;16.31;3.20;-9.20;-2.86;-1.61;1.25;2.87;7.82;-1.15;-0.21;1.50;1.90;—
Enterprise Value (Mil);107.38;53.87;52.50;54.32;49.52;120.59;273.28;137.81;154.97;384.48;407.35;212.33;—
Enterprise Value/EBIT;3.61;9.03;—;—;—;45.22;24.35;8.34;83.86;13,258.04;34.85;1,006.36;—
Enterprise Value/EBITDA;3.25;5.45;—;20.54;27.63;15.90;17.26;6.55;20.81;88.39;24.50;168.01;—
