Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.53;0.90;1.17;0.83;0.37;0.17;0.53;0.62;2.03;2.86;5.31;1.13;3.01
Price/Earnings;63.57;20.63;29.38;20.43;—;—;—;—;40.70;—;31.90;42.75;25.53
Price/Cash Flow;5.60;3.35;4.75;59.91;2.94;1.34;4.33;3.15;3.20;—;7.81;5.35;17.03
Price/Book;1.88;2.64;3.13;1.98;1.30;1.33;—;—;—;—;123.25;10.65;4.19
Price/Forward Earnings;7.25;14.25;12.95;18.83;4.72;—;—;—;—;27.62;28.41;—;—
PEG Ratio;0.99;1.68;0.65;0.94;—;—;—;—;—;—;—;—;—
Earnings Yield %;1.57;4.85;3.40;4.90;-8.43;-82.95;-48.94;-5.24;2.46;-7.46;-2.41;-25.39;—
Enterprise Value (Bil);0.49;0.49;0.62;0.46;1.34;1.18;1.54;1.40;2.00;2.10;2.96;1.59;—
Enterprise Value/EBIT;14.70;8.79;13.06;10.27;22.56;42.75;21.97;16.11;21.04;—;121.60;117.90;—
Enterprise Value/EBITDA;9.87;6.78;9.71;7.24;7.94;6.54;7.64;6.42;8.54;14.77;17.39;8.29;—
