Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;—;—;—;—;1.43;2.07;—;3.01
Price/Earnings;—;—;—;—;—;—;—;—;—;—;44.71;—;25.53
Price/Cash Flow;—;—;—;—;—;—;—;—;—;10.68;19.71;—;17.03
Price/Book;—;—;—;—;—;—;—;—;—;1.17;1.54;—;4.19
Price/Forward Earnings;—;—;—;—;—;—;—;—;—;30.03;19.46;—;—
PEG Ratio;—;—;—;—;—;—;—;—;—;0.78;—;—;—
Earnings Yield %;—;—;—;—;—;—;—;—;—;-7.65;-3.96;—;—
Enterprise Value (Bil);—;—;—;—;—;—;—;—;—;190.50;238.39;—;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;—;—;—;27.95;—;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;—;—;11.06;22.04;—;—
