Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;—;—;—;—;1.10;1.72;—;3.07
Price/Earnings;—;—;—;—;—;—;—;—;—;38.64;41.79;—;25.84
Price/Cash Flow;—;—;—;—;—;—;—;—;—;9.19;17.22;—;17.36
Price/Book;—;—;—;—;—;—;—;—;—;3.13;3.33;—;4.27
Price/Forward Earnings;—;—;—;—;—;—;—;—;—;—;18.05;—;—
PEG Ratio;—;—;—;—;—;—;—;—;—;—;1.20;—;—
Earnings Yield %;—;—;—;—;—;—;—;—;—;2.59;2.39;—;—
Enterprise Value (Bil);—;—;—;—;—;—;—;—;—;6.73;9.25;—;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;—;—;22.90;26.00;—;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;—;—;11.77;14.59;—;—
