Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;17.39;12.63;14.43;13.27;13.89;12.03;6.92;8.86;13.30;3.07
Price/Earnings;—;—;—;113.59;131.95;96.48;63.05;56.27;92.59;2,323.67;1,377.50;275.68;25.84
Price/Cash Flow;—;—;—;86.25;62.91;62.28;37.48;37.53;45.82;34.06;32.66;46.39;17.36
Price/Book;—;—;—;9.92;7.28;9.52;8.47;8.15;5.16;3.96;3.73;7.99;4.27
Price/Forward Earnings;—;—;—;—;79.37;63.29;55.56;44.05;45.25;40.16;55.56;57.14;—
PEG Ratio;—;—;—;—;2.65;2.11;1.68;1.33;1.51;1.96;2.72;2.09;—
Earnings Yield %;—;—;—;0.88;0.76;1.04;1.59;1.78;1.08;0.04;0.07;1.02;—
Enterprise Value (Bil);—;—;—;1.29;1.32;2.24;2.61;3.39;6.39;6.16;7.21;4.23;—
Enterprise Value/EBIT;—;—;—;124.38;58.14;56.86;49.96;48.78;88.55;129.94;284.69;96.22;—
Enterprise Value/EBITDA;—;—;—;82.13;43.80;43.24;38.92;38.61;60.48;38.63;49.58;47.10;—
