Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.01;1.75;2.47;2.91;2.10;3.19;4.38;4.55;4.82;6.57;7.10;4.83;3.07
Price/Earnings;12.97;11.02;15.47;19.58;13.52;19.96;28.36;8.43;17.27;25.21;27.69;19.25;25.84
Price/Cash Flow;6.56;6.97;9.37;11.88;7.23;10.29;14.86;13.57;11.82;16.50;17.33;13.76;17.36
Price/Book;2.67;2.24;2.95;3.23;2.15;2.86;4.50;3.70;4.71;5.45;5.63;4.28;4.27
Price/Forward Earnings;10.96;9.91;13.97;17.09;12.85;18.12;20.37;14.97;16.18;20.96;22.32;19.07;—
PEG Ratio;0.72;0.67;3.18;1.69;1.71;2.69;1.16;—;1.65;3.19;1.85;2.01;—
Earnings Yield %;7.71;9.07;6.47;5.11;7.40;5.01;3.53;11.86;5.79;3.97;3.61;5.95;—
Enterprise Value (Bil);30.10;28.59;37.36;44.50;34.21;43.11;60.27;63.32;70.67;83.31;87.87;66.29;—
Enterprise Value/EBIT;8.76;8.10;10.48;12.74;9.22;13.09;17.36;13.20;13.72;19.07;20.43;15.65;—
Enterprise Value/EBITDA;6.79;6.23;8.02;9.60;6.99;9.46;12.56;10.35;10.87;14.49;15.45;11.85;—
