Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.10;1.85;2.75;2.62;3.22;2.86;3.30;1.80;2.15;2.74;3.51;2.61;1.50
Price/Earnings;26.45;36.03;54.55;63.97;60.37;56.21;47.00;30.47;62.96;55.98;35.41;48.46;24.83
Price/Cash Flow;8.14;14.43;21.02;20.99;20.19;20.23;24.36;12.03;16.20;14.52;15.59;17.44;11.13
Price/Book;2.80;4.87;8.42;8.12;4.95;5.77;5.35;2.30;3.30;3.82;5.05;3.97;1.87
Price/Forward Earnings;14.64;19.05;27.25;29.94;27.25;31.25;28.41;15.85;21.10;27.47;29.15;26.32;—
PEG Ratio;5.86;0.62;0.89;0.98;—;—;—;—;—;—;16.55;—;—
Earnings Yield %;3.78;2.78;1.83;1.56;1.66;1.78;2.13;3.28;1.59;1.79;2.82;2.15;—
Enterprise Value (Bil);1.06;2.12;3.34;3.71;5.35;7.30;9.71;7.43;12.09;15.68;20.86;10.79;—
Enterprise Value/EBIT;14.59;20.84;31.16;31.67;34.84;29.86;30.66;22.87;35.69;36.14;26.14;30.62;—
Enterprise Value/EBITDA;8.93;13.21;19.36;18.83;20.72;18.46;19.17;13.21;16.84;16.55;15.72;16.71;—
