Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.15;3.29;2.95;1.99;1.24;3.50;2.54;1.80;1.58;1.25;1.54;2.13;1.50
Price/Earnings;—;25.36;69.44;7.27;—;—;—;7.47;9.03;—;10.90;29.98;24.83
Price/Cash Flow;—;4.56;3.83;3.22;2.70;—;4.09;3.66;2.25;5.00;4.08;4.36;11.13
Price/Book;1.41;1.91;2.06;0.96;0.59;0.73;0.76;0.71;0.55;0.81;0.82;0.72;1.87
Price/Forward Earnings;7.97;28.82;19.88;23.26;34.25;—;—;—;—;—;—;—;—
PEG Ratio;3.99;1.25;0.86;1.01;—;—;—;—;—;—;—;—;—
Earnings Yield %;-5.50;3.94;1.44;13.76;-30.49;-18.27;-9.51;13.39;11.08;-143.15;-132.91;-26.17;—
Enterprise Value (Bil);1.34;1.87;1.79;1.37;1.22;1.35;1.09;0.98;0.80;0.66;0.71;1.00;—
Enterprise Value/EBIT;12.91;9.52;8.83;3.70;—;265.33;59.87;9.75;7.79;—;11.75;73.99;—
Enterprise Value/EBITDA;3.95;6.61;5.88;3.09;9.62;9.76;8.35;4.94;3.58;8.22;13.09;7.11;—
