Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.82;0.85;1.08;0.98;1.07;1.16;1.34;0.87;1.15;1.86;2.37;1.32;3.07
Price/Earnings;15.00;14.13;18.70;17.16;20.67;28.77;38.33;—;26.59;33.45;33.12;40.93;25.84
Price/Cash Flow;17.62;9.25;10.55;9.72;9.24;11.81;12.74;10.23;9.90;14.23;17.42;12.22;17.36
Price/Book;2.02;1.91;2.61;2.50;3.27;3.63;4.70;4.12;4.92;7.20;10.37;5.22;4.27
Price/Forward Earnings;10.65;11.26;13.21;14.35;—;13.68;—;—;—;21.69;26.04;—;—
PEG Ratio;0.75;1.13;1.32;1.44;—;—;—;—;—;—;—;—;—
Earnings Yield %;6.67;7.08;5.35;5.83;4.84;3.48;2.61;-1.96;3.76;2.99;3.02;2.24;—
Enterprise Value (Bil);0.87;0.87;1.18;1.17;1.38;1.49;2.02;1.50;1.76;3.75;5.17;2.17;—
Enterprise Value/EBIT;9.53;10.85;12.45;11.26;13.67;19.59;25.91;18.83;14.08;22.14;23.91;20.12;—
Enterprise Value/EBITDA;6.29;7.18;8.54;7.42;8.48;10.25;14.22;10.07;9.13;15.30;17.42;11.88;—
