Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.19;0.18;0.24;0.21;0.31;0.61;0.87;0.72;1.10;0.89;1.10;0.82;3.07
Price/Earnings;26.23;12.59;12.06;57.74;20.02;12.74;—;4.69;10.00;18.49;20.35;9.27;25.84
Price/Cash Flow;2.80;2.23;2.63;3.05;2.37;3.75;4.33;3.25;4.12;2.96;3.58;3.53;17.36
Price/Book;0.47;0.46;0.53;0.48;0.66;1.16;1.86;1.18;1.54;0.93;0.98;1.28;4.27
Price/Forward Earnings;14.08;6.61;6.00;17.70;9.28;13.02;11.81;—;—;—;—;11.32;—
PEG Ratio;1.41;1.32;1.20;1.77;1.86;2.60;—;—;—;—;—;2.21;—
Earnings Yield %;3.81;7.95;8.29;1.73;4.99;7.85;-4.90;21.34;10.00;5.41;-0.14;7.29;—
Enterprise Value (Bil);1.76;1.59;1.58;1.81;2.52;3.56;4.77;4.69;6.01;4.57;4.69;4.66;—
Enterprise Value/EBIT;15.84;9.76;8.74;18.03;15.21;11.16;—;10.28;10.54;16.82;36.66;14.33;—
Enterprise Value/EBITDA;4.85;3.84;8.74;18.03;15.21;11.16;—;10.28;10.54;16.82;36.66;12.99;—
