Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.40;0.78;0.80;0.76;0.44;0.46;0.75;0.42;0.76;0.69;0.82;0.62;3.07
Price/Earnings;—;—;39.74;16.55;1.37;13.75;22.82;11.94;13.65;10.10;9.30;14.68;25.84
Price/Cash Flow;—;35.19;—;—;19.60;15.55;7.87;5.35;27.58;4.29;16.30;12.05;17.36
Price/Book;1.17;3.24;2.86;2.04;0.69;0.80;1.51;0.82;1.47;1.29;1.42;1.17;4.27
Price/Forward Earnings;12.67;-312.50;8.08;12.66;9.30;9.55;14.97;6.94;9.98;7.90;6.91;10.26;—
PEG Ratio;2.00;—;3.62;5.68;—;—;—;—;—;—;—;—;—
Earnings Yield %;-34.52;-4.81;2.52;6.04;72.91;7.27;4.38;8.38;7.32;9.90;10.76;7.60;—
Enterprise Value (Bil);1.76;2.42;3.15;3.80;3.41;3.68;4.79;3.37;5.01;4.37;5.23;4.22;—
Enterprise Value/EBIT;—;—;34.78;26.68;31.60;21.18;22.35;8.95;15.95;11.45;10.60;15.23;—
Enterprise Value/EBITDA;—;—;34.78;26.29;30.66;20.74;22.04;8.89;14.97;10.65;10.60;14.84;—
