Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.85;4.82;4.00;4.02;3.99;4.73;5.93;3.27;4.61;6.72;5.64;4.84;3.07
Price/Earnings;11.18;16.61;13.87;16.99;20.41;37.14;31.01;24.62;22.24;39.23;23.43;29.96;25.84
Price/Cash Flow;11.97;16.07;15.40;14.56;19.86;35.47;23.41;9.57;18.08;22.58;16.05;19.55;17.36
Price/Book;6.18;6.72;4.46;3.92;3.67;4.33;5.57;3.61;4.81;7.17;6.59;5.00;4.27
Price/Forward Earnings;10.74;15.38;18.21;23.04;49.51;24.75;41.67;19.72;28.09;35.21;19.61;30.90;—
PEG Ratio;0.70;—;4.96;8.44;—;5.92;—;—;—;—;—;—;—
Earnings Yield %;8.95;6.02;7.21;5.89;4.90;2.69;3.22;4.06;4.50;2.55;4.27;3.64;—
Enterprise Value (Bil);26.35;33.63;26.03;25.88;24.83;30.03;41.81;28.54;38.90;55.70;54.45;38.21;—
Enterprise Value/EBIT;7.34;10.69;9.43;11.27;14.23;23.30;18.78;9.30;14.05;20.96;13.84;16.11;—
Enterprise Value/EBITDA;6.73;9.69;8.30;9.42;11.17;15.81;14.45;7.63;11.03;16.27;11.54;12.31;—
