Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.81;5.05;4.07;1.45;2.15;4.28;2.31;1.80;2.34;1.32;1.13;2.30;3.01
Price/Earnings;16.35;23.64;17.59;9.43;—;—;—;—;—;—;18.12;25.19;25.53
Price/Cash Flow;427.92;54.33;—;5.09;—;—;16.88;—;39.89;6.39;12.84;32.14;17.03
Price/Book;2.78;4.74;4.24;1.06;0.65;1.12;0.90;0.80;1.28;0.72;0.71;0.91;4.19
Price/Forward Earnings;11.81;18.18;16.10;53.19;-9.44;-12.72;—;—;—;—;—;—;—
PEG Ratio;0.59;—;—;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;6.12;4.23;5.68;10.60;-17.84;-17.29;-33.31;-14.06;-0.06;-16.59;-13.20;-15.70;—
Enterprise Value (Bil);0.45;1.07;1.22;0.30;0.15;0.24;0.12;0.10;0.21;0.08;0.07;0.14;—
Enterprise Value/EBIT;10.19;15.06;12.07;5.46;—;—;—;—;88.68;—;8.62;-0.18;—
Enterprise Value/EBITDA;8.80;13.23;10.77;4.11;—;—;—;—;9.68;11.74;8.76;0.58;—
