Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;3.25;1.08;0.95;0.74;1.15;0.51;0.72;0.69;0.82;0.76;3.07
Price/Earnings;—;—;46.73;25.85;12.54;8.32;16.44;6.79;11.89;8.18;8.71;10.17;25.84
Price/Cash Flow;—;—;—;—;—;—;—;6.90;7.67;3.08;3.92;—;17.36
Price/Book;—;—;2.01;1.75;1.30;1.02;1.47;0.79;1.00;0.96;1.16;1.06;4.27
Price/Forward Earnings;—;—;15.70;12.50;8.45;8.76;11.79;7.05;9.01;6.12;6.69;9.18;—
PEG Ratio;—;—;—;—;—;—;—;0.78;—;—;—;—;—
Earnings Yield %;—;—;2.14;3.87;7.97;12.02;6.08;14.73;8.41;12.23;11.48;10.46;—
Enterprise Value (Bil);—;—;0.66;3.49;3.20;3.09;4.20;2.98;3.48;3.00;3.41;3.31;—
Enterprise Value/EBIT;—;—;38.74;49.87;12.10;9.02;15.92;7.69;14.43;8.04;7.97;10.71;—
Enterprise Value/EBITDA;—;—;37.46;48.34;11.82;8.88;15.72;7.31;12.94;7.46;7.43;10.16;—
