Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.39;3.65;2.80;3.35;2.51;3.96;3.92;5.16;6.30;8.40;7.07;5.42;3.07
Price/Earnings;16.22;47.46;29.40;—;—;43.22;50.29;64.61;72.47;101.54;60.45;69.12;25.84
Price/Cash Flow;16.28;20.90;14.15;14.83;15.88;17.40;21.78;17.92;29.75;34.87;35.65;23.78;17.36
Price/Book;2.58;2.81;2.31;3.29;2.37;3.53;3.41;4.36;5.09;6.93;6.24;4.58;4.27
Price/Forward Earnings;14.39;17.21;17.09;22.68;23.70;20.62;15.04;19.05;30.58;34.01;28.17;24.97;—
PEG Ratio;1.20;1.72;3.42;4.53;4.74;4.12;3.01;1.53;2.45;2.72;2.26;2.88;—
Earnings Yield %;6.16;2.11;3.40;-9.00;-0.42;2.31;1.99;1.55;1.38;0.98;1.65;1.60;—
Enterprise Value (Bil);1.32;2.04;1.79;1.86;1.30;2.02;2.21;2.92;3.42;4.61;4.31;2.99;—
Enterprise Value/EBIT;12.28;131.85;26.12;—;103.74;28.70;31.73;51.91;41.63;77.37;51.61;46.28;—
Enterprise Value/EBITDA;10.54;38.36;14.36;—;15.81;17.08;18.89;27.35;27.42;49.50;36.13;27.47;—
