Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.54;1.77;2.40;2.10;1.73;2.24;3.35;2.67;4.40;7.40;8.25;4.08;3.07
Price/Earnings;10.64;18.36;24.66;101.62;26.02;28.87;31.39;30.32;24.80;49.28;50.89;34.03;25.84
Price/Cash Flow;7.74;11.03;14.30;14.61;18.06;12.52;16.48;13.03;19.98;35.27;33.09;19.52;17.36
Price/Book;2.11;1.83;2.19;2.44;2.42;2.82;4.22;3.50;6.03;9.96;11.25;5.49;4.27
Price/Forward Earnings;12.41;14.49;18.05;14.84;—;—;18.45;13.61;21.88;35.46;36.90;23.62;—
PEG Ratio;1.06;1.21;1.90;1.56;—;—;0.83;—;—;—;—;—;—
Earnings Yield %;9.40;5.45;4.06;0.98;3.84;3.46;3.19;3.30;4.03;2.03;1.96;3.18;—
Enterprise Value (Bil);0.95;0.92;1.25;2.24;2.23;2.73;4.38;4.15;7.45;13.65;16.65;6.69;—
Enterprise Value/EBIT;7.00;9.21;15.01;111.23;17.56;19.87;20.78;15.42;21.29;37.01;38.50;23.12;—
Enterprise Value/EBITDA;5.46;6.69;10.28;25.46;9.75;11.48;14.03;10.68;15.24;26.85;29.41;15.94;—
