Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.48;0.50;0.55;0.58;0.41;0.45;0.61;0.54;0.66;0.75;0.70;0.58;3.01
Price/Earnings;13.52;14.04;15.16;17.89;13.15;15.03;26.26;53.53;23.82;20.80;31.97;27.38;25.53
Price/Cash Flow;8.62;8.54;11.32;10.97;7.06;6.77;10.40;9.65;13.71;12.23;12.30;10.27;17.03
Price/Book;3.05;3.09;3.47;3.50;2.47;2.73;3.84;3.76;4.71;5.01;4.94;3.96;4.19
Price/Forward Earnings;12.17;12.15;15.02;17.39;13.42;15.90;21.32;19.72;22.88;25.06;24.04;20.92;—
PEG Ratio;1.06;1.49;1.71;3.43;—;5.28;3.62;3.03;3.82;3.92;3.78;3.89;—
Earnings Yield %;7.40;7.12;6.60;5.59;7.60;6.66;3.81;1.87;4.20;4.81;3.13;4.20;—
Enterprise Value (Bil);256.83;277.06;307.71;325.77;241.75;256.48;335.44;322.44;404.51;461.99;426.95;344.44;—
Enterprise Value/EBIT;9.75;9.98;10.86;12.23;9.48;11.01;16.62;29.39;17.80;15.78;20.04;17.71;—
Enterprise Value/EBITDA;7.47;7.66;8.29;9.10;6.94;7.75;10.92;14.91;12.03;11.43;13.21;11.23;—
