Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;7.86;7.85;7.83;5.34;6.02;4.83;4.53;6.06;5.90;6.35;5.56;3.01
Price/Earnings;—;41.77;51.25;46.02;17.59;25.71;21.09;6.75;426.80;24.81;27.70;55.39;25.53
Price/Cash Flow;—;14.41;17.12;15.39;13.05;9.09;15.69;8.11;11.09;9.84;10.96;10.55;17.03
Price/Book;1.35;2.64;2.40;2.70;1.24;1.57;0.99;0.87;1.33;1.09;1.13;1.31;4.19
Price/Forward Earnings;18.05;27.17;28.25;30.30;—;—;—;—;—;—;—;—;—
PEG Ratio;3.61;5.43;5.65;6.06;—;—;—;—;—;—;—;—;—
Earnings Yield %;—;2.39;1.95;2.17;5.68;3.89;4.74;14.81;0.23;4.03;3.61;5.14;—
Enterprise Value (Bil);0.77;1.36;1.47;3.06;2.63;2.76;6.32;6.27;6.95;6.05;6.20;5.44;—
Enterprise Value/EBIT;—;24.14;22.04;37.77;19.61;20.10;42.45;11.47;46.43;24.49;26.27;24.93;—
Enterprise Value/EBITDA;—;15.72;14.81;25.83;13.58;13.36;27.60;8.42;20.45;14.28;15.02;15.06;—
