Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.10;0.10;0.13;0.09;0.19;0.16;0.17;0.11;0.11;0.07;0.10;0.14;2.06
Price/Earnings;46.57;—;10.97;43.89;—;30.63;20.77;27.17;—;—;31.28;41.06;31.62
Price/Cash Flow;—;—;—;—;18.52;11.72;15.58;—;3.05;0.82;1.14;9.01;17.41
Price/Book;0.65;0.85;1.31;0.75;1.54;1.41;1.22;0.91;1.34;1.03;1.09;1.20;2.50
Price/Forward Earnings;6.20;10.83;-19.57;18.42;—;8.61;7.82;—;5.27;5.50;7.52;7.66;—
PEG Ratio;1.24;—;—;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;2.15;-32.85;9.12;2.28;—;3.27;4.81;3.68;-9.68;-36.95;-42.88;-6.52;—
Enterprise Value (Bil);2.37;1.92;1.70;1.27;—;1.16;1.06;0.60;0.86;0.16;0.08;0.72;—
Enterprise Value/EBIT;18.90;—;13.49;21.58;—;15.65;12.55;7.01;28.24;—;1.05;12.91;—
Enterprise Value/EBITDA;10.09;—;7.90;8.72;—;8.23;7.30;3.99;5.86;2.37;3.72;5.51;—
