Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;13.49;9.36;5.98;2.69;1.51;3.26;2.31;1.76;0.67;0.37;0.93;1.73;1.45
Price/Earnings;71.24;35.14;40.82;—;—;—;—;13.22;9.18;—;2.44;25.05;20.35
Price/Cash Flow;19.57;14.43;9.42;4.39;2.07;3.66;4.30;2.18;1.18;0.66;1.87;2.75;9.77
Price/Book;5.52;4.17;2.79;1.33;0.70;1.42;1.40;1.24;0.43;—;0.36;1.29;1.85
Price/Forward Earnings;—;18.05;23.53;14.35;13.51;27.70;18.08;6.95;5.02;-11.20;—;15.14;—
PEG Ratio;—;—;3.08;2.43;—;—;—;—;—;—;—;—;—
Earnings Yield %;1.40;2.85;2.45;-2.91;-59.31;-22.77;-30.97;7.56;10.89;-556.37;-98.11;-126.90;—
Enterprise Value (Bil);16.44;14.65;10.45;7.05;5.29;7.78;6.39;5.69;5.01;4.04;4.07;6.06;—
Enterprise Value/EBIT;31.63;16.62;17.42;—;—;—;—;8.79;8.06;—;7.39;-31.97;—
Enterprise Value/EBITDA;19.78;11.21;10.05;17.99;—;—;—;4.79;4.37;—;3.97;-0.40;—
