Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.47;2.14;2.69;2.37;2.25;3.93;3.17;1.59;1.70;1.14;2.13;2.29;3.01
Price/Earnings;21.16;16.63;18.15;16.14;26.72;—;166.71;—;—;—;22.02;122.86;25.53
Price/Cash Flow;15.12;13.51;13.25;10.77;8.83;17.41;17.14;9.24;10.12;6.94;17.55;12.36;17.03
Price/Book;2.87;2.57;3.12;2.71;2.35;2.78;2.33;1.42;2.33;2.52;3.62;2.22;4.19
Price/Forward Earnings;—;13.51;15.20;15.34;26.32;44.05;30.77;19.65;23.09;22.57;28.49;34.18;—
PEG Ratio;—;—;—;1.37;1.92;4.62;0.70;0.76;1.29;1.06;0.69;1.92;—
Earnings Yield %;4.72;6.01;5.51;6.19;3.74;-2.25;0.60;-1.25;-17.85;-35.21;-6.28;-14.57;—
Enterprise Value (Bil);74.96;73.65;89.64;94.77;85.31;120.44;88.42;56.31;62.52;36.03;48.84;71.94;—
Enterprise Value/EBIT;16.02;12.93;13.91;12.17;18.50;—;76.83;187.26;—;—;19.01;0.72;—
Enterprise Value/EBITDA;10.45;8.83;9.85;8.68;10.12;71.93;19.84;16.57;—;—;1,266.34;26.56;—
