Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;11.37;4.42;3.94;1.21;1.61;1.46;1.34;7.51;3.32;4.73;4.28;4.46;3.07
Price/Earnings;—;—;—;—;49.21;—;—;—;60.50;659.75;928.35;—;25.84
Price/Cash Flow;—;—;112.12;106.92;30.19;121.74;47.35;57.88;16.91;32.95;43.77;64.15;17.36
Price/Book;—;130.44;—;—;—;—;4.83;7.31;3.21;5.18;5.30;44.56;4.27
Price/Forward Earnings;—;-21.98;57.47;44.44;24.94;117.65;—;114.94;135.14;1,666.67;—;605.11;—
PEG Ratio;—;—;3.83;2.96;—;11.76;—;—;—;—;—;8.37;—
Earnings Yield %;-5.74;-7.67;-3.83;-6.74;2.03;-0.61;-2.58;-0.31;1.65;0.15;0.11;-0.07;—
Enterprise Value (Bil);0.92;0.66;0.84;0.34;0.55;0.51;5.01;8.01;4.22;6.42;6.41;5.06;—
Enterprise Value/EBIT;—;—;—;—;38.10;370.95;—;535.72;60.24;913.96;636.29;-22.08;—
Enterprise Value/EBITDA;—;—;—;—;26.44;42.12;—;78.51;26.36;58.18;63.10;75.18;—
