Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;—;0.77;0.53;0.62;0.46;0.56;—;0.83
Price/Earnings;—;—;—;—;—;—;12.00;—;50.83;6.40;7.75;—;22.31
Price/Cash Flow;—;—;—;—;—;—;3.25;1.81;2.05;1.08;1.31;—;5.62
Price/Book;—;—;—;—;—;—;0.70;0.52;0.57;0.37;0.45;—;1.27
Price/Forward Earnings;—;—;—;—;—;—;11.07;6.93;7.86;11.83;14.33;—;—
PEG Ratio;—;—;—;—;—;—;4.41;0.66;0.36;—;—;—;—
Earnings Yield %;—;—;—;—;—;—;8.33;-8.30;1.97;15.62;12.90;—;—
Enterprise Value (Bil);—;—;—;—;—;—;41.79;37.67;42.80;8.93;9.66;—;—
Enterprise Value/EBIT;—;—;—;—;—;—;11.80;135.99;16.91;3.69;3.99;—;—
Enterprise Value/EBITDA;—;—;—;—;—;—;5.18;8.26;5.80;1.26;1.37;—;—
