Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.58;2.01;2.31;2.23;1.80;1.54;1.93;1.79;1.67;1.34;1.45;1.65;3.07
Price/Earnings;17.90;27.49;26.18;25.99;23.94;20.74;22.58;19.43;20.00;21.59;19.90;20.91;25.84
Price/Cash Flow;15.17;22.68;25.42;17.74;18.35;20.52;14.02;13.26;13.52;18.95;13.06;16.10;17.36
Price/Book;3.73;4.67;5.65;6.50;5.96;4.82;4.96;3.83;3.81;3.62;3.91;4.23;4.27
Price/Forward Earnings;14.45;17.95;21.93;23.15;21.98;18.66;22.52;17.83;18.73;20.00;20.16;19.46;—
PEG Ratio;1.03;1.17;1.29;1.54;—;1.55;—;—;—;—;—;1.59;—
Earnings Yield %;5.59;3.64;3.82;3.85;4.18;4.82;4.43;5.15;5.00;4.63;5.03;4.82;—
Enterprise Value (Bil);1.22;1.99;2.87;3.45;3.79;3.71;4.50;3.78;4.66;4.64;5.71;4.37;—
Enterprise Value/EBIT;9.95;14.45;15.23;15.33;14.50;12.80;14.21;12.58;14.55;16.05;15.40;14.31;—
Enterprise Value/EBITDA;8.38;11.84;12.80;12.61;11.93;10.26;11.70;10.42;11.49;11.92;12.52;11.42;—
