Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.41;0.43;0.41;0.50;0.42;0.39;0.42;0.66;0.78;0.62;0.91;0.55;3.01
Price/Earnings;—;—;—;—;—;—;—;15.00;—;—;70.80;51.62;25.53
Price/Cash Flow;5.26;6.42;10.72;8.02;8.55;12.44;12.18;—;—;—;173.25;86.50;17.03
Price/Book;0.94;1.11;0.96;1.35;1.17;1.29;1.47;1.50;2.24;3.67;6.86;2.10;4.19
Price/Forward Earnings;12.22;13.07;20.53;204.08;-714.29;144.93;—;—;—;—;26.53;—;—
PEG Ratio;1.33;1.38;2.16;21.51;—;—;—;—;—;—;—;—;—
Earnings Yield %;-1.99;-11.88;-3.67;-15.44;-3.11;-0.96;-1.56;6.67;-4.81;-58.54;-44.78;-12.32;—
Enterprise Value (Bil);1.18;1.01;0.79;0.86;0.62;0.64;0.66;0.68;1.64;1.21;1.14;0.88;—
Enterprise Value/EBIT;—;—;137.28;—;54.74;25.91;73.44;—;—;—;43.89;22.60;—
Enterprise Value/EBITDA;11.59;14.93;7.88;13.56;6.90;7.12;8.75;14.48;396.58;—;364.83;42.28;—
