Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.40;1.61;1.32;1.58;1.94;1.78;1.27;1.23;1.57;1.52;1.68;1.47;3.01
Price/Earnings;27.56;27.84;24.70;27.54;28.15;95.15;41.27;—;24.81;26.94;29.53;41.75;25.53
Price/Cash Flow;23.83;7.70;48.50;9.43;18.47;46.44;12.71;14.19;12.88;10.88;11.87;17.06;17.03
Price/Book;2.47;2.82;2.19;2.68;3.11;2.66;2.14;2.71;3.40;3.00;2.93;2.76;4.19
Price/Forward Earnings;17.57;16.95;15.43;19.88;23.31;27.70;18.38;19.80;21.79;20.45;17.79;21.24;—
PEG Ratio;1.08;0.75;0.46;0.71;1.30;1.54;1.02;1.10;1.21;2.27;1.98;1.38;—
Earnings Yield %;3.63;3.59;4.05;3.63;3.55;1.05;2.42;-2.17;4.03;3.71;3.39;2.12;—
Enterprise Value (Bil);0.90;1.26;1.12;1.41;1.73;1.68;1.49;1.65;2.11;1.92;1.99;1.73;—
Enterprise Value/EBIT;17.00;18.36;14.92;16.09;18.94;67.63;28.28;31.20;18.14;19.81;18.93;28.87;—
Enterprise Value/EBITDA;12.54;14.02;10.12;9.60;11.79;19.93;11.83;14.19;12.27;13.40;13.39;14.81;—
