Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.15;1.40;2.22;1.28;0.75;1.10;1.48;1.47;1.86;2.23;3.11;1.59;3.01
Price/Earnings;—;136.67;—;—;—;—;—;31.63;41.09;44.34;69.14;57.13;25.53
Price/Cash Flow;—;—;134.48;—;—;11.85;—;19.97;44.47;18.70;32.69;30.77;17.03
Price/Book;0.97;1.05;1.76;1.10;0.70;0.99;1.52;1.84;2.39;2.46;3.59;1.79;4.19
Price/Forward Earnings;69.44;30.58;111.11;-294.12;-666.67;357.14;29.07;26.95;30.12;15.41;37.74;67.42;—
PEG Ratio;5.56;—;—;—;—;35.67;1.94;2.70;—;—;—;—;—
Earnings Yield %;-0.94;0.73;-1.50;-0.69;-39.59;-22.06;-3.44;3.16;2.43;2.26;1.45;-5.04;—
Enterprise Value (Mil);201.37;295.83;474.23;268.93;122.14;86.07;261.50;320.74;426.60;504.95;777.42;302.83;—
Enterprise Value/EBIT;50.00;96.02;—;—;—;—;—;68.30;41.06;163.94;77.48;-104.59;—
Enterprise Value/EBITDA;23.75;32.75;836.38;38.77;—;—;—;24.38;23.10;46.41;39.73;-9.35;—
