Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.42;0.53;0.89;0.75;0.36;0.42;0.58;0.37;0.35;0.40;0.44;0.43;3.07
Price/Earnings;18.33;11.48;22.11;18.63;10.10;15.00;107.95;7.60;14.15;13.73;10.96;21.69;25.84
Price/Cash Flow;9.91;7.79;18.71;12.01;5.36;5.11;8.64;5.88;3.51;7.56;5.36;6.26;17.36
Price/Book;1.79;9.56;9.65;6.62;3.22;3.19;4.61;2.51;2.61;2.43;2.42;2.99;4.27
Price/Forward Earnings;14.64;12.55;14.51;—;—;—;—;—;—;—;—;—;—
PEG Ratio;3.18;4.18;4.84;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;5.45;8.71;4.52;5.37;9.90;6.67;0.93;13.16;7.07;7.29;9.13;6.77;—
Enterprise Value (Bil);0.27;0.68;1.03;1.07;0.62;0.70;0.90;0.83;0.97;1.10;1.14;0.92;—
Enterprise Value/EBIT;10.72;9.45;12.86;13.16;8.34;11.69;45.47;10.26;14.35;15.82;12.57;18.03;—
Enterprise Value/EBITDA;7.35;7.54;10.32;9.71;5.66;7.36;14.20;6.21;7.15;7.54;6.92;11.25;—
