Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;15.85;17.16;11.14;16.34;8.39;10.22;12.32;12.53;18.13;13.25;13.52;13.83;3.07
Price/Earnings;45.56;50.22;51.19;61.47;—;—;53.67;—;53.85;29.63;28.52;81.23;25.84
Price/Cash Flow;23.50;32.65;19.30;24.85;16.71;18.54;18.99;18.54;28.64;19.20;20.32;22.11;17.36
Price/Book;2.53;2.25;1.27;1.73;1.03;1.84;2.34;2.66;3.66;2.97;3.16;2.81;4.27
Price/Forward Earnings;26.88;27.32;26.53;40.32;30.58;32.05;43.86;44.84;41.84;24.81;31.65;35.98;—
PEG Ratio;1.87;2.74;0.98;1.50;1.05;—;—;—;—;—;—;—;—
Earnings Yield %;2.19;1.99;1.95;1.63;-0.49;-0.05;1.86;-2.27;1.86;3.38;3.51;0.86;—
Enterprise Value (Bil);3.82;4.89;2.66;3.70;2.94;4.68;5.81;5.84;8.05;6.83;7.45;6.49;—
Enterprise Value/EBIT;26.86;27.28;18.93;33.64;36.90;146.84;37.39;—;50.17;26.23;24.12;96.14;—
Enterprise Value/EBITDA;18.37;18.94;11.74;18.40;16.52;25.17;18.47;75.39;25.18;15.40;15.21;32.59;—
