Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.48;2.76;4.04;4.55;4.41;5.66;7.25;5.97;8.32;11.20;11.60;7.58;3.07
Price/Earnings;12.18;20.46;25.98;23.55;19.72;23.24;24.40;20.24;23.80;31.03;29.12;24.12;25.84
Price/Cash Flow;9.77;10.37;15.03;15.25;14.04;16.68;21.99;13.54;17.44;26.66;25.07;18.63;17.36
Price/Book;3.01;3.12;4.30;5.34;5.56;7.07;9.34;8.49;13.31;18.13;17.46;11.43;4.27
Price/Forward Earnings;15.43;17.24;19.76;18.35;17.92;20.92;22.88;17.09;23.87;27.93;26.95;22.73;—
PEG Ratio;1.76;2.33;1.94;1.60;2.28;2.27;1.93;1.24;2.57;2.68;2.49;2.15;—
Earnings Yield %;8.21;4.89;3.85;4.25;5.07;4.30;4.10;4.94;4.20;3.22;3.43;4.21;—
Enterprise Value (Bil);36.45;35.95;49.11;57.42;56.82;73.41;103.07;89.27;120.30;152.17;177.07;107.88;—
Enterprise Value/EBIT;9.41;17.80;21.16;16.11;13.36;15.77;16.89;13.05;19.61;27.50;25.58;18.11;—
Enterprise Value/EBITDA;7.60;10.83;13.81;11.95;10.46;13.01;14.70;11.49;16.75;23.29;22.40;15.52;—
