Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.04;2.64;7.08;6.08;2.61;4.30;3.74;4.30;6.38;6.67;6.99;5.10;3.07
Price/Earnings;—;—;—;—;—;—;—;1,424.50;—;—;747.50;—;25.84
Price/Cash Flow;—;—;—;—;—;—;40.01;88.16;283.74;—;289.79;—;17.36
Price/Book;7.55;9.07;15.64;6.40;3.79;7.66;6.55;7.41;12.06;6.55;6.32;8.16;4.27
Price/Forward Earnings;156.25;-17.86;-32.68;-24.04;-8.40;-97.09;476.19;—;—;-117.65;—;270.32;—
PEG Ratio;6.92;—;—;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;-6.50;-8.05;-3.32;-4.06;-7.87;-5.66;-0.25;0.07;-0.19;-1.53;-1.53;-1.36;—
Enterprise Value (Bil);0.17;0.25;0.97;0.83;0.42;0.74;0.72;0.90;1.63;1.56;1.52;1.10;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;340.39;—;—;881.80;-2.16;—
Enterprise Value/EBITDA;—;—;—;—;—;—;220.20;140.89;694.31;—;646.15;70.32;—
