Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.28;0.29;0.20;0.27;0.41;0.92;0.98;0.83;0.75;0.78;0.92;0.85;3.07
Price/Earnings;16.32;25.69;—;48.78;21.13;38.03;25.61;14.85;19.30;17.55;17.48;22.04;25.84
Price/Cash Flow;9.06;8.46;—;3.43;7.67;11.16;17.64;16.10;8.73;8.00;11.85;13.32;17.36
Price/Book;0.86;1.08;0.72;0.91;1.34;3.06;3.17;2.09;1.73;1.98;2.46;2.42;4.27
Price/Forward Earnings;9.87;10.75;12.77;19.92;16.47;24.88;23.36;17.67;19.53;19.31;17.42;20.18;—
PEG Ratio;0.87;1.08;1.28;1.99;1.65;2.49;2.34;—;—;—;—;1.94;—
Earnings Yield %;6.13;3.89;-0.58;2.05;4.73;2.63;3.91;6.73;5.18;5.70;5.72;4.83;—
Enterprise Value (Bil);0.80;0.92;0.77;0.83;1.03;1.91;2.34;2.06;1.85;2.19;3.75;2.21;—
Enterprise Value/EBIT;9.34;12.72;19.54;14.66;11.29;17.02;15.10;12.38;11.40;11.09;14.42;14.01;—
Enterprise Value/EBITDA;7.01;8.92;10.67;8.99;8.25;12.56;11.83;9.64;8.67;8.67;11.69;10.77;—
