Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.22;1.10;1.08;1.61;1.62;1.51;1.54;1.32;1.46;0.95;0.97;1.35;1.89
Price/Earnings;9.54;9.96;10.54;13.68;21.90;16.38;17.42;14.58;15.62;12.28;9.84;15.65;18.67
Price/Cash Flow;4.84;4.78;5.18;6.77;6.08;6.18;6.23;5.10;4.77;3.29;3.35;5.07;10.50
Price/Book;2.51;2.34;2.42;3.32;3.42;3.17;3.07;2.49;2.67;1.76;1.79;2.65;1.64
Price/Forward Earnings;10.67;10.42;12.87;18.12;17.67;15.72;14.47;12.87;14.93;10.36;10.44;13.59;—
PEG Ratio;—;—;—;—;—;3.57;1.55;1.33;1.65;1.00;1.01;1.51;—
Earnings Yield %;10.48;10.04;9.49;7.31;4.57;6.10;5.74;6.86;6.40;8.14;10.16;6.58;—
Enterprise Value (Bil);9.15;8.67;8.67;11.44;11.29;10.51;10.56;9.71;10.59;7.57;7.99;9.87;—
Enterprise Value/EBIT;7.60;8.73;9.61;11.53;15.57;13.83;12.74;12.74;13.43;12.94;10.52;13.48;—
Enterprise Value/EBITDA;4.61;4.98;5.14;6.37;7.13;6.29;5.95;5.48;5.63;4.45;4.16;5.64;—
