Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.40;0.51;0.73;0.77;0.49;0.34;0.50;0.30;0.56;0.70;0.97;0.47;2.06
Price/Earnings;10.17;14.54;19.71;18.74;18.24;11.69;28.02;13.00;—;64.38;147.83;41.54;31.62
Price/Cash Flow;10.80;8.19;14.58;10.46;11.69;8.01;9.54;5.45;7.24;8.23;7.26;7.49;17.41
Price/Book;2.20;2.39;3.37;3.39;1.62;1.15;1.69;0.93;1.93;2.50;3.44;1.60;2.50
Price/Forward Earnings;8.98;11.14;11.29;12.47;—;8.44;14.66;6.58;13.76;16.10;18.12;12.84;—
PEG Ratio;1.12;2.78;2.82;3.12;—;—;—;—;—;—;—;—;—
Earnings Yield %;9.83;6.88;5.07;5.33;—;8.55;3.57;7.69;-1.45;1.55;0.68;3.20;—
Enterprise Value (Bil);1.14;1.55;2.18;2.33;—;1.70;2.16;1.41;2.54;3.06;3.49;2.07;—
Enterprise Value/EBIT;7.80;10.35;13.87;13.51;—;9.56;18.56;10.22;46.02;26.03;32.89;22.30;—
Enterprise Value/EBITDA;6.42;7.87;10.53;10.48;—;6.49;11.27;6.87;16.47;12.02;13.80;10.57;—
