Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;11.73;9.00;9.75;9.40;9.58;10.50;9.16;6.72;7.47;5.96;8.01;7.78;3.07
Price/Earnings;42.29;85.68;33.45;73.00;77.83;72.86;58.68;41.79;40.14;47.82;76.65;51.64;25.84
Price/Cash Flow;30.77;27.35;24.83;24.43;20.08;21.35;20.21;14.52;16.84;14.92;20.37;17.32;17.36
Price/Book;1.54;1.45;1.55;1.71;1.79;1.93;1.93;1.50;1.76;1.33;1.75;1.67;4.27
Price/Forward Earnings;125.00;14.95;30.40;—;24.88;66.23;—;—;—;—;—;—;—
PEG Ratio;—;1.12;2.27;—;—;8.25;—;—;—;—;—;—;—
Earnings Yield %;2.36;1.17;2.99;1.37;1.28;1.37;1.70;2.39;2.49;2.09;1.30;2.14;—
Enterprise Value (Bil);0.69;1.06;1.56;2.23;2.65;3.36;3.60;3.27;3.47;2.95;3.43;3.32;—
Enterprise Value/EBIT;43.66;55.15;34.88;48.59;48.41;47.08;40.12;30.18;29.88;30.65;38.57;35.26;—
Enterprise Value/EBITDA;20.54;21.99;19.28;21.96;21.57;21.61;19.60;15.64;16.18;15.25;18.50;17.52;—
