Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.59;2.49;3.81;3.35;4.60;4.44;6.19;4.03;4.73;5.53;5.18;4.99;3.01
Price/Earnings;7.03;16.62;7.80;25.77;29.49;26.39;26.27;9.62;49.29;38.30;22.35;56.19;25.53
Price/Cash Flow;4.89;12.77;20.24;19.51;23.71;18.99;26.32;14.72;16.69;17.43;15.91;18.70;17.03
Price/Book;1.56;2.34;2.97;3.46;4.68;4.18;5.61;2.71;3.20;3.63;3.24;3.89;4.19
Price/Forward Earnings;9.38;12.35;25.38;22.52;28.17;21.37;24.51;15.58;19.80;21.14;22.57;21.78;—
PEG Ratio;0.94;1.14;1.16;1.53;1.98;1.85;1.94;1.42;2.26;2.53;2.58;2.18;—
Earnings Yield %;14.22;6.02;12.82;3.88;3.39;3.79;3.81;10.40;2.03;2.61;4.48;4.43;—
Enterprise Value (Bil);7.18;10.29;20.55;26.11;35.51;38.36;53.54;40.34;49.72;53.88;54.56;47.90;—
Enterprise Value/EBIT;13.21;14.60;9.37;17.68;21.42;18.51;22.06;10.49;43.11;45.34;18.63;23.99;—
Enterprise Value/EBITDA;10.96;12.50;8.84;15.69;19.01;16.66;19.68;9.68;33.44;36.20;16.93;37.41;—
