Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.85;0.49;0.51;0.82;0.47;0.45;0.41;0.14;0.64;0.69;0.85;0.43;3.07
Price/Earnings;240.00;—;—;—;—;—;—;—;—;—;—;62.62;25.84
Price/Cash Flow;9.50;66.59;9.61;12.30;—;—;31.12;11.06;—;—;20.40;20.98;17.36
Price/Book;—;—;—;—;—;—;—;—;—;—;—;—;4.27
Price/Forward Earnings;11.25;-169.49;-120.48;29.33;—;9.24;4.50;—;—;—;38.46;20.87;—
PEG Ratio;0.64;—;—;1.47;—;—;—;—;—;—;—;—;—
Earnings Yield %;0.42;-16.94;-10.00;-4.55;-1.08;-24.02;-4.44;-12.50;-7.41;-5.72;-11.98;-10.67;—
Enterprise Value (Mil);718.23;452.35;429.04;549.69;352.10;325.86;313.37;189.27;454.82;423.31;468.93;326.85;—
Enterprise Value/EBIT;43.76;—;—;—;49.51;—;195.98;118.37;57.48;32.22;90.61;231.55;—
Enterprise Value/EBITDA;13.40;—;75.43;57.79;23.49;—;44.63;26.95;37.80;23.55;53.99;35.75;—
