Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;2.17;2.23;1.97;1.93;2.62;11.55;—;3.01
Price/Earnings;—;—;—;—;—;32.18;2.40;11.50;22.11;—;5.56;—;25.53
Price/Cash Flow;—;—;—;—;—;13.46;10.97;10.99;10.56;—;25.17;—;17.03
Price/Book;—;—;—;—;—;1.45;1.02;0.91;0.95;0.79;1.03;—;4.19
Price/Forward Earnings;—;—;—;—;—;—;20.12;10.91;11.22;-9.27;—;14.27;—
PEG Ratio;—;—;—;—;—;—;—;—;1.79;—;—;—;—
Earnings Yield %;—;—;—;—;—;3.11;41.69;8.70;4.52;-27.11;-19.66;7.20;—
Enterprise Value (Bil);—;—;—;—;—;8.65;8.83;7.78;10.26;8.28;9.34;8.30;—
Enterprise Value/EBIT;—;—;—;—;—;18.68;23.94;12.56;25.77;—;12.27;—;—
Enterprise Value/EBITDA;—;—;—;—;—;11.41;13.27;8.66;15.75;—;7.98;—;—
