Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;5.30;4.45;5.63;2.96;3.79;3.12;3.78;2.77;2.66;2.28;2.74;2.78;1.89
Price/Earnings;16.66;14.70;23.73;10.87;21.64;11.07;22.48;10.79;10.46;12.10;33.36;13.24;18.67
Price/Cash Flow;15.52;14.37;25.41;9.83;29.74;8.80;32.50;16.29;11.52;10.26;13.31;13.82;10.50
Price/Book;8.24;8.88;8.70;4.92;5.48;4.48;3.92;2.81;2.24;1.59;1.69;2.93;1.64
Price/Forward Earnings;12.71;14.88;17.76;17.06;14.62;17.04;10.82;15.17;10.82;12.38;10.16;12.23;—
PEG Ratio;1.03;3.58;4.28;4.12;—;—;—;—;—;—;—;—;—
Earnings Yield %;6.00;6.80;4.21;9.20;4.62;9.04;4.45;9.27;9.56;8.26;3.00;8.48;—
Enterprise Value (Mil);500.14;576.81;617.25;393.27;397.97;417.37;369.86;299.40;261.86;190.87;202.18;291.02;—
Enterprise Value/EBIT;10.85;9.56;15.86;7.28;15.28;7.19;14.64;11.65;8.76;8.19;38.99;10.19;—
Enterprise Value/EBITDA;10.11;9.05;14.58;6.90;13.85;6.81;12.89;10.35;7.69;6.56;17.07;8.42;—
