Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.00;2.29;3.24;3.97;4.50;4.62;4.76;4.46;4.90;4.69;5.24;4.61;1.45
Price/Earnings;17.02;13.11;20.96;24.64;33.00;26.51;27.02;19.73;24.89;27.56;30.40;24.68;20.35
Price/Cash Flow;10.43;9.96;14.61;15.78;20.01;19.32;19.00;17.64;18.35;18.57;23.33;18.35;9.77
Price/Book;4.77;6.05;8.08;11.58;13.51;14.31;18.19;14.87;16.87;16.80;17.70;15.42;1.85
Price/Forward Earnings;—;—;—;—;—;—;—;18.18;19.72;21.32;22.78;—;—
PEG Ratio;—;—;—;—;—;—;—;39.53;4.49;4.22;3.10;—;—
Earnings Yield %;5.88;6.10;4.77;4.06;—;3.77;3.70;5.07;4.02;3.63;3.29;4.13;—
Enterprise Value (Bil);11.72;13.39;16.50;20.23;—;23.62;26.49;42.27;51.15;46.83;51.27;37.17;—
Enterprise Value/EBIT;9.07;7.76;9.99;11.94;—;12.67;13.16;20.02;21.33;23.53;26.97;17.63;—
Enterprise Value/EBITDA;5.97;5.57;7.10;8.51;—;9.49;9.67;15.60;16.04;16.81;17.79;13.02;—
